price_usd_log10,CARD_TEXT,TYPE,CMC,NUMBER_OF_EDITIONS,power,toughness,first_edition_year,RARITY,COLOR_PIE
-0.09151498112135022,Creatures can't be the targets of spells.,Enchantment,3.0,1,,,1999.0,Rare,G
-1.2218487496163564,"Counter target creature spell. If that spell is countered this way, exile it instead of putting it into its owner's graveyard.",Instant,3.0,1,,,2016.0,Common,U
-0.26760624017703144,Search target player's library for up to seven cards and exile them. Then that player shuffles.,Sorcery,9.0,1,,,2000.0,Rare,U
-1.0,"Cascade (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom in a random order.) Return target permanent to its owner's hand.",Sorcery,5.0,1,,,2016.0,Common,BU
-1.6989700043360187,"Counter target creature or enchantment spell. If that spell is countered this way, exile it instead of putting it into its owner's graveyard.",Instant,3.0,1,,,2020.0,Common,U
-0.4089353929735008,"Counter target spell, activated ability, or triggered ability. Its controller loses life equal to the number of creatures you control.",Instant,4.0,1,,,2022.0,Uncommon,BUW
-0.6777807052660807,"Other Dwarves you control get +1/+1. Each Vehicle you control gets +1/+1 as long as it's a creature. Whenever Depala becomes tapped, you may pay {X}. If you do, reveal the top X cards of your library, put all Dwarf and Vehicle cards from among them into your hand, then put the rest on the bottom of your library in a random order.",Legendary Creature — Dwarf Pilot,3.0,1,3.0,3.0,2016.0,Rare,RW
-1.5228787452803376,"When this creature becomes the target of a spell, sacrifice it. This creature can't be blocked except by Spirits. {3}{U}: Another target creature you control can't be blocked this turn except by Spirits.",Creature — Spirit Pirate,2.0,1,2.0,2.0,2023.0,Uncommon,U
-1.0457574905606752,"Return target nonland permanent to its owner's hand. Foretell {U} (During your turn, you may pay {2} and exile this card from your hand face down. Cast it on a later turn for its foretell cost.)",Instant,2.0,1,,,2021.0,Common,U
-0.8538719643217619,Look at the top seven cards of your library. Put up to two planeswalker cards from among them onto the battlefield. Put the rest on the bottom of your library in a random order.,Sorcery,6.0,1,,,2023.0,Mythic,W
-0.20760831050174613,"Create X 1/1 white Soldier creature tokens, where X is the number of creatures on the battlefield.",Sorcery,7.0,1,,,2014.0,Rare,W
-0.6575773191777937,Each player who controls a multicolored creature draws a card. Then destroy all creatures.,Sorcery,4.0,1,,,2022.0,Rare,W
-0.958607314841775,,Instant // Instant,6.0,1,,,2024.0,Uncommon,UW
-0.44369749923271273,"As an additional cost to cast this spell, return a land you control to its owner's hand. Counter target spell.",Instant,2.0,1,,,2010.0,Common,U
-1.3979400086720375,"Prototype {4}{U}{U} — 6/6 (You may cast this spell with different mana cost, color, and size. It keeps its abilities and types.) This creature doesn't untap during your untap step. {3}: Untap this creature.",Artifact Creature — Dreadnought,9.0,1,9.0,9.0,2022.0,Common,U
-1.3979400086720375,"Devoid (This card has no color.) Kicker {C} (You may pay an additional {C} as you cast this spell.) When you cast this spell, choose one. If it was kicked, choose both instead. • Return target creature to its owner's hand. • Target player draws two cards, then discards a card.",Creature — Eldrazi,5.0,1,3.0,5.0,2024.0,Uncommon,U
-1.5228787452803376,"Return target creature to its owner's hand. Create a Treasure token. (It's an artifact with '{T}, Sacrifice this token: Add one mana of any color.')",Instant,3.0,1,,,2017.0,Common,U
-1.0457574905606752,"Menace (This creature can't be blocked except by two or more creatures.) Melee (Whenever this creature attacks, it gets +1/+1 until end of turn for each opponent you attacked this combat.)",Creature — Human Warrior,3.0,1,2.0,1.0,2024.0,Common,R
-1.154901959985743,"Flash (You may cast this spell any time you could cast an instant.) When this creature enters, you may return another target creature you control to its owner's hand.",Creature — Human Wizard,2.0,1,2.0,2.0,2024.0,Common,UW
-0.721246399047171,"When this creature enters, exile target nonland permanent an opponent controls and all other nonland permanents that player controls with the same name as that permanent until this creature leaves the battlefield.",Creature — Vedalken Wizard,3.0,1,1.0,3.0,2019.0,Rare,UW
-1.2218487496163564,"{T}, Mill a card: Add {C}. (To mill a card, put the top card of your library into your graveyard.)",Creature — Human Wizard,2.0,1,1.0,1.0,2025.0,Common,U
-0.8860566476931632,"{1}{G}, Sacrifice a Human: Put two +1/+1 counters on target creature.",Creature — Human Rogue,2.0,1,2.0,1.0,2012.0,Rare,G
-1.154901959985743,Menace (This creature can't be blocked except by two or more creatures.),Creature — Wolf,2.0,1,2.0,1.0,2016.0,Uncommon,R
-1.5228787452803376,,Enchantment — Room // Enchantment — Room,7.0,1,,,2024.0,Common,B
-0.638272163982407,"Flying Morph {2}{U}{U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.) When this creature is turned face up, you may put a creature card with a morph ability from your hand onto the battlefield face up. If you do, return this creature to its owner's hand.",Creature — Shapeshifter,3.0,1,1.0,1.0,2003.0,Rare,U
-0.9208187539523752,"Imprint — As this Vehicle enters, exile a creature card from a graveyard. Tap two untapped creatures you control: Until end of turn, this Vehicle becomes a copy of the exiled card, except it's a Vehicle artifact in addition to its other types.",Artifact — Vehicle,2.0,1,0.0,0.0,2021.0,Rare,Colorless
-0.6777807052660807,"As long as you have more cards in hand than each opponent, this creature gets +1/+2 and has 'Whenever this creature deals combat damage, you gain 3 life.'",Creature — Human Soldier,3.0,1,2.0,3.0,2005.0,Uncommon,W
-0.744727494896694,"At the beginning of your upkeep, put a +1/+1 counter on this creature for each card in your hand, then remove a +1/+1 counter from this creature for each card in target opponent's hand.",Creature — Human Monk,3.0,1,1.0,1.0,2005.0,Uncommon,G
-0.744727494896694,"{1}{U}: Look at the top X cards of your library, where X is the number of cards in your hand, then put them back in any order.",Creature — Human Wizard,4.0,1,2.0,3.0,2005.0,Common,U
-1.2218487496163564,"Whenever this creature attacks, you may pay {1}{W}. If you do, it endures 1. (Put a +1/+1 counter on it or create a 1/1 white Spirit creature token.)",Creature — Human Soldier,1.0,1,2.0,1.0,2025.0,Uncommon,W
0.2764618041732441,"Whenever one or more creatures you control deal combat damage to a player, you may sacrifice one of them. If you do, reveal cards from the top of your library until you reveal a creature card that shares a creature type with the sacrificed creature. Put that card onto the battlefield and the rest on the bottom of your library in a random order.",Enchantment,4.0,1,,,2023.0,Rare,R
0.5211380837040362,"At the beginning of your upkeep, reveal the top card of your library. If it's a creature card that shares a creature type with a creature you control, you may cast it without paying its mana cost. If you don't cast it, put it on the bottom of your library.",Enchantment,3.0,1,,,2023.0,Rare,G
-0.744727494896694,Exile all creatures. Delirium — Create a 4/4 white Angel creature token with flying if there are four or more card types among cards in your graveyard.,Sorcery,6.0,1,,,2024.0,Mythic,W
0.7535830588929066,"At the beginning of your upkeep, put two descent counters on this enchantment. Then each player creates X Treasure tokens and this enchantment deals X damage to each player, where X is the number of descent counters on this enchantment.",Enchantment,3.0,1,,,2022.0,Rare,R
-0.3010299956639812,"At the beginning of your upkeep, put a despair counter on this enchantment, then each player exiles X permanents they control and/or cards from their hand, where X is the number of despair counters on this enchantment.",Enchantment,5.0,1,,,2012.0,Mythic,B
0.34830486304816066,"Destroy any number of target creatures. For each creature destroyed this way, its controller creates a 4/4 red Dragon creature token with flying.",Sorcery,6.0,1,,,2015.0,Mythic,R
-1.2218487496163564,"Vigilance Whenever Desdemona attacks, target creature card in your graveyard that's an artifact or that has mana value 3 or less gains escape until end of turn. The escape cost is equal to its mana cost plus exile two other cards from your graveyard. (You may cast it from your graveyard for its escape cost this turn.)",Legendary Creature — Human Rogue,4.0,1,3.0,4.0,2024.0,Rare,RW
-1.0457574905606752,Destroy target land. Its controller discards a card.,Sorcery,5.0,1,,,2009.0,Common,B
0.18752072083646307,"Whenever one or more creature cards leave your graveyard, create a 1/1 black Bat creature token with flying.",Artifact,3.0,1,,,2018.0,Rare,Colorless
0.4913616938342727,"For each opponent, exile up to one target permanent that player controls with an even mana value. (Zero is even.) Adamant — If at least three colorless mana was spent to cast this spell, return a permanent card with an odd mana value from your graveyard to the battlefield.",Instant,7.0,1,,,2023.0,Rare,Colorless
-0.5086383061657274,"Flying At the beginning of each combat, any opponent may sacrifice a creature of their choice. If a player does, tap this creature and put a +1/+1 counter on it.",Creature — Demon,4.0,1,6.0,6.0,2024.0,Rare,B
-1.6989700043360187,Destroy target enchantment or land.,Sorcery,4.0,1,,,2014.0,Common,G
-0.8860566476931632,"When this creature enters, return to your hand the creature card in your graveyard with the greatest power. If two or more cards are tied for greatest power, you choose one of them.",Creature — Hag,4.0,1,2.0,2.0,2018.0,Common,BG
-0.24412514432750865,{T}: Add {C}. {T}: This land deals 1 damage to target attacking creature. Activate only during the end of combat step.,Land — Desert,0.0,1,,,2021.0,Uncommon,Colorless
-1.0969100130080565,"Cycling {R} ({R}, Discard this card: Draw a card.)",Creature — Beast,6.0,1,6.0,4.0,2017.0,Common,R
-0.6989700043360187,Flying,Creature — Drake,4.0,1,2.0,2.0,1997.0,Uncommon,R
0.42324587393680785,This land enters tapped unless you control two or more other lands. {T}: Add {W} or {U}.,Land,0.0,1,,,2025.0,Rare,UW
-0.17392519729917355,"{T}: Add {C}. {1}, {T}: Untap target land.",Land,0.0,1,,,2024.0,Rare,Colorless
-1.5228787452803376,"You may choose not to untap this artifact during your untap step. {6}, {T}: Tap target creature. It doesn't untap during its controller's untap step for as long as this artifact remains tapped.",Artifact,2.0,1,,,2014.0,Uncommon,Colorless
-0.05551732784983137,"Counter target spell. If an artifact or creature spell is countered this way, put that card onto the battlefield under your control instead of into its owner's graveyard.",Instant,5.0,1,,,2016.0,Rare,U
1.015778756389041,Desertwalk Prevent all damage that would be dealt to this creature by Deserts.,Creature — Human Nomad,3.0,1,2.0,2.0,1993.0,Common,R
-1.0969100130080565,"This land enters tapped. {T}: Add {R}. Cycling {1}{R} ({1}{R}, Discard this card: Draw a card.)",Land — Desert,0.0,1,,,2024.0,Common,R
-1.0457574905606752,"This land enters tapped. {T}: Add {B}. Cycling {1}{B} ({1}{B}, Discard this card: Draw a card.)",Land — Desert,0.0,1,,,2017.0,Common,B
-0.958607314841775,"This land enters tapped. {T}: Add {G}. Cycling {1}{G} ({1}{G}, Discard this card: Draw a card.)",Land — Desert,0.0,1,,,2024.0,Common,G
-1.0457574905606752,"This land enters tapped. {T}: Add {U}. Cycling {1}{U} ({1}{U}, Discard this card: Draw a card.)",Land — Desert,0.0,1,,,2021.0,Common,U
-0.958607314841775,"This land enters tapped. {T}: Add {W}. Cycling {1}{W} ({1}{W}, Discard this card: Draw a card.)",Land — Desert,0.0,1,,,2024.0,Common,W
0.5428254269591799,Desert Sandstorm deals 1 damage to each creature.,Sorcery,3.0,1,,,1999.0,Common,R
-1.6989700043360187,Target creature gets -2/-2 until end of turn. It gets an additional -1/-1 until end of turn for each Desert you control.,Instant,2.0,1,,,2024.0,Common,B
-0.958607314841775,"Enchant creature When this Aura enters, if you control a Desert or there is a Desert card in your graveyard, you gain 3 life. Enchanted creature can't attack or block, and its activated abilities can't be activated.",Enchantment — Aura,3.0,1,,,2017.0,Uncommon,W
-0.5686362358410126,Destroy target permanent.,Sorcery,6.0,1,,,2017.0,Uncommon,G
-0.431798275933005,"Whenever you sacrifice a Desert and whenever a Desert card is put into your graveyard from your hand or library, put that card onto the battlefield under your control at the beginning of your next end step. At the beginning of combat on your turn, if you control five or more Deserts, create that many 1/1 red, green, and white Sand Warrior creature tokens. They gain haste.",Enchantment,4.0,1,,,2024.0,Rare,G
-1.0969100130080565,{3}{B}: Target opponent loses 2 life and you gain 2 life. Activate only if you control a Liliana planeswalker.,Creature — Zombie Snake,3.0,1,3.0,2.0,2017.0,Uncommon,B
-0.2006594505464183,"Menace Desmond Miles gets +1/+0 for each other Assassin you control and each Assassin card in your graveyard. Whenever Desmond Miles deals combat damage to a player, surveil X, where X is the amount of damage it dealt to that player.",Legendary Creature — Human Assassin,2.0,1,1.0,3.0,2024.0,Rare,B
-1.0969100130080565,"{T}: Add {C}. {1}{U}{R}, {T}: Draw a card, then discard a card.",Land,0.0,1,,,2023.0,Rare,RU
0.08635983067474821,"{1}, {T}: Add {W}{B}.",Land,0.0,1,,,2024.0,Rare,BW
-0.11918640771920865,"At the beginning of each end step, each player who tapped a land for mana this turn sacrifices a land of their choice. This enchantment deals 2 damage to each player who sacrificed a Plains this way.",Enchantment,3.0,1,,,1997.0,Uncommon,B
0.3891660843645325,"Kicker {W}{W} (You may pay an additional {W}{W} as you cast this spell.) Flying When this creature enters, destroy all lands you control. If it was kicked, destroy all lands instead.",Creature — Angel,5.0,1,5.0,4.0,2001.0,Rare,BW
-0.5686362358410126,"Kicker {W}{W} (You may pay an additional {W}{W} as you cast this spell.) When this creature enters, destroy all other creatures you control. If it was kicked, destroy all other creatures instead.",Creature — Giant,4.0,1,3.0,3.0,2018.0,Rare,RW
-0.08618614761628333,"When you cast this spell, create a 10/10 colorless Eldrazi creature token.",Creature — Eldrazi,10.0,1,10.0,10.0,2021.0,Rare,Colorless
-0.619788758288394,Exile target permanent with mana value 4 or greater.,Instant,2.0,1,,,2025.0,Uncommon,BW
-1.5228787452803376,"Lifelink When this creature enters, target player mills two cards. (They put the top two cards of their library into their graveyard.)",Creature — Vampire,2.0,1,2.0,2.0,2024.0,Common,B
-1.6989700043360187,This creature can't attack unless you control an artifact.,Creature — Human Pirate,2.0,1,2.0,3.0,2017.0,Common,B
-1.5228787452803376,,Creature — Human Peasant // Creature — Human Knight,3.0,1,,,2025.0,Common,B
-0.3010299956639812,"Choose a source you control and flip a coin. If you win the flip, the next time that source would deal damage this turn, it deals double that damage instead. If you lose the flip, the next time it would deal damage this turn, prevent that damage.",Instant,1.0,1,,,1997.0,Uncommon,R
-0.7958800173440752,Target creature gets +2/+2 and gains flying until end of turn. You gain 2 life.,Instant,2.0,1,,,2019.0,Common,W
-1.154901959985743,"Target creature gets +1/-1 until end of turn. When it dies under your control this turn, draw two cards.",Instant,1.0,1,,,2025.0,Uncommon,B
-1.5228787452803376,"Draw two cards, then discard a card at random. Flashback {2}{U} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",Instant,2.0,1,,,2019.0,Uncommon,RU
-0.46852108295774486,Choose a card name other than a basic land card name. Reveal the top seven cards of your library and put all of them with that name into your hand. Exile the rest.,Sorcery,2.0,1,,,2000.0,Rare,B
0.414973347970818,"Add {R}{R}{R}. Splice onto Arcane {1}{R} (As you cast an Arcane spell, you may reveal this card from your hand and pay its splice cost. If you do, add this card's effects to that spell.)",Instant — Arcane,2.0,1,,,2018.0,Uncommon,R
-1.3979400086720375,"When this creature dies, create a 3/2 colorless Eldrazi Horror creature token. Delirium — This creature gets +3/+0 as long as there are four or more card types among cards in your graveyard.",Creature — Human Soldier,3.0,1,1.0,2.0,2016.0,Common,W
-1.2218487496163564,Strive — This spell costs {R}{W} more to cast for each target beyond the first. Any number of target creatures each get +2/+0 and gain first strike and vigilance until end of turn.,Sorcery,2.0,1,,,2014.0,Uncommon,RW
-0.8538719643217619,Target opponent reveals their hand. You choose a creature or planeswalker card from it. That player discards that card.,Sorcery,1.0,1,,,2014.0,Uncommon,B
-0.8239087409443188,Destroy target land. Its controller loses 2 life.,Sorcery,4.0,1,,,2000.0,Common,B
-0.8538719643217619,"This creature can't block. {B}{B}, Exile two other creature cards from your graveyard: Return this card from your graveyard to the battlefield.",Creature — Horror,2.0,1,3.0,1.0,2016.0,Rare,B
-0.585026652029182,"Enchant creature Enchanted creature gets -2/-0. When this Aura is put into a graveyard from the battlefield, return it to its owner's hand.",Enchantment — Aura,2.0,1,,,1998.0,Common,B
-0.8538719643217619,,Artifact Creature — Killbot,2.0,1,2.0,1.0,2017.0,Common,Colorless
-0.9208187539523752,,Instant // Sorcery,6.0,1,,,2017.0,Uncommon,BG
-0.00877392430750515,"Creature and enchantment spells you control can't be countered. {3}{G}: Target land you control becomes an X/X Elemental creature with trample and haste until end of turn, where X is the number of enchantments you control. It's still a land.",Enchantment Creature — Human,2.0,1,2.0,3.0,2023.0,Uncommon,G
-0.1804560644581313,Choose one — • Destroy target creature with toughness 4 or greater. • Destroy target enchantment.,Instant,2.0,1,,,2022.0,Common,W
-1.3010299956639813,"Destroy target land. Its controller reveals cards from the top of their library until they reveal a land card, then puts those cards into their graveyard.",Sorcery,5.0,1,,,2012.0,Common,B
-1.3979400086720375,"{3}, {T}, Sacrifice an artifact or land: Draw a card.",Creature — Goblin,3.0,1,3.0,2.0,2019.0,Common,R
-0.05060999335508721,"At the beginning of each player's upkeep, that player sacrifices a nonbasic land of their choice.",Enchantment,3.0,1,,,2001.0,Rare,BGR
-0.5086383061657274,Each player sacrifices five lands of their choice. Destructive Force deals 5 damage to each creature.,Sorcery,7.0,1,,,2010.0,Rare,R
-0.769551078621726,Destroy target artifact or enchantment. Destructive Revelry deals 2 damage to that permanent's controller.,Instant,2.0,1,,,2013.0,Uncommon,GR
-1.5228787452803376,Choose one — • Destroy target artifact. • Creatures without flying can't block this turn.,Sorcery,3.0,1,,,2020.0,Common,R
-0.3010299956639812,"Enchant creature Whenever enchanted creature deals combat damage to a player, that player sacrifices a land of their choice.",Enchantment — Aura,3.0,1,,,1998.0,Uncommon,R
-0.6575773191777937,"Flying When this creature dies, destroy target noncreature permanent.",Creature — Dragon,6.0,1,4.0,4.0,2015.0,Uncommon,G
0.6646419755561255,"Return each nonland permanent that's not historic to its owner's hand. (Artifacts, legendaries, and Sagas are historic.)",Instant,4.0,1,,,2024.0,Rare,U
-1.6989700043360187,Target nonland permanent's owner puts it on their choice of the top or bottom of their library. Scry 2.,Instant,5.0,1,,,2022.0,Common,U
-1.0,Enchant creature Enchanted creature can't attack or block.,Enchantment — Aura,2.0,1,,,2024.0,Common,W
-0.6777807052660807,Enchant creature Enchanted creature's activated abilities can't be activated. {1}{W}: Attach this Aura to target creature.,Enchantment — Aura,1.0,1,,,2006.0,Common,W
0.28555730900777376,"{T}: Add {C}. {1}, {T}: Until end of turn, your opponents and creatures your opponents control with hexproof can be the targets of spells and abilities you control as though they didn't have hexproof.",Land,0.0,1,,,2018.0,Rare,Colorless
-0.8860566476931632,"Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.) As long as you have the city's blessing, Detectives you control can't be blocked. Whenever you draw your second card each turn, create a 2/2 white and blue Detective creature token.",Creature — Human Detective,3.0,1,2.0,3.0,2024.0,Rare,U
-0.42021640338318983,"Bestow—{R}, Collect evidence 6. (To pay this bestow cost, pay {R} and exile cards with total mana value 6 or greater from your graveyard.) Flying, haste Enchanted creature gets +2/+2 and has flying and haste. You may cast this card from your graveyard using its bestow ability.",Enchantment Creature — Phoenix,3.0,1,2.0,2.0,2024.0,Rare,R
-1.5228787452803376,"When this artifact enters, investigate twice. (To investigate, create a Clue token. It's an artifact with '{2}, Sacrifice this token: Draw a card.') {T}: Create a 1/1 colorless Thopter artifact creature token with flying. Activate only if you've sacrificed an artifact this turn.",Artifact,4.0,1,,,2024.0,Uncommon,RU
-1.3979400086720375,"When this Vehicle enters, exile target artifact or creature an opponent controls until this Vehicle leaves the battlefield. Crew 3 (Tap any number of creatures you control with total power 3 or more: This Vehicle becomes an artifact creature until end of turn.) Cycling {W} ({W}, Discard this card: Draw a card.)",Artifact — Vehicle,6.0,1,6.0,6.0,2025.0,Uncommon,W
-0.5376020021010439,"When this enchantment enters, you may exile target nonland permanent not named Detention Sphere and all other permanents with the same name as that permanent. When this enchantment leaves the battlefield, return the exiled cards to the battlefield under their owner's control.",Enchantment,3.0,1,,,2012.0,Rare,UW
-1.3010299956639813,"Enchant nonland permanent Enchanted permanent can't attack or block, and its activated abilities can't be activated. {3}: Destroy this Aura. Only your opponents may activate this ability and only as a sorcery.",Enchantment — Aura,1.0,1,,,2021.0,Uncommon,W
1.1568519010700111,"At the beginning of combat on your turn, populate. The token created this way gains haste. Sacrifice it at the beginning of the next end step. (To populate, create a token that's a copy of a creature token you control.)",Enchantment,2.0,1,,,2022.0,Rare,R
0.6637009253896482,"Detritivore's power and toughness are each equal to the number of nonbasic land cards in your opponents' graveyards. Suspend X—{X}{3}{R}. X can't be 0. (Rather than cast this card from your hand, you may pay {X}{3}{R} and exile it with X time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, you may cast it without paying its mana cost. It has haste.) Whenever a time counter is removed from this card while it's exiled, destroy target nonbasic land.",Creature — Lhurgoyf,4.0,1,,,2007.0,Rare,R
-0.431798275933005,"Trample Whenever this creature deals 6 or more damage to an opponent, destroy target land that player controls.",Creature — Spirit Avatar,5.0,1,6.0,6.0,2013.0,Rare,GR
-0.958607314841775,Destroy target land. Devastate deals 1 damage to each creature and each player.,Sorcery,5.0,1,,,2000.0,Common,R
-0.10237290870955855,"As an additional cost to cast this spell, discard X cards at random. Each player sacrifices X lands of their choice. Devastating Dreams deals X damage to each creature.",Sorcery,2.0,1,,,2002.0,Rare,R
-0.769551078621726,"You may pay {2}{W}{W} rather than pay this spell's mana cost. If the {2}{W}{W} cost was paid, an opponent chooses up to two nonland permanents they control and returns them to their owner's hand. Destroy all nonland permanents.",Sorcery,6.0,1,,,2021.0,Rare,W
-0.4814860601221125,"As an additional cost to cast this spell, sacrifice X lands. Create two X/X red Elemental creature tokens.",Sorcery,1.0,1,,,2010.0,Rare,R
0.11058971029924898,Return all nonland permanents to their owners' hands. Miracle {1}{U} (You may cast this card for its miracle cost when you draw it if it's the first card you drew this turn.),Sorcery,5.0,1,,,2018.0,Rare,U
-1.154901959985743,Enchant creature Enchanted creature gets +2/+1 and has '{R}: This creature gains trample until end of turn.',Enchantment — Aura,1.0,1,,,2012.0,Common,BR
-0.6575773191777937,"Trample, haste Alliance — Whenever another creature you control enters, double this creature's power until end of turn.",Creature — Devil Warrior,3.0,1,1.0,3.0,2022.0,Rare,R
-1.0969100130080565,"Haste When Devil K. Nevil enters, jump it over any number of creatures. If it clears those creatures, put that many +1/+1 counters on it. (You can see a jumping demonstration at DevilKNevil.com.)",Legendary Creature — Devil Performer,3.0,1,2.0,1.0,2022.0,Rare,R
-0.721246399047171,Devil's Play deals X damage to any target. Flashback {X}{R}{R}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.),Sorcery,1.0,1,,,2019.0,Rare,R
-0.6777807052660807,"Create four 1/1 red Devil creature tokens. They have 'When this token dies, it deals 1 damage to any target.'",Sorcery,6.0,1,,,2016.0,Rare,R
-1.3979400086720375,,Creature — Fox,2.0,1,3.0,1.0,2016.0,Common,W
-1.5228787452803376,"Counter target spell. If that spell is countered this way, exile it instead of putting it into its owner's graveyard. You may shuffle up to four target cards from your graveyard into your library.",Instant,4.0,1,,,2021.0,Common,U
-0.958607314841775,{4}{G}: This creature gets +2/+2 until end of turn.,Creature — Elf Warrior,2.0,1,2.0,2.0,2018.0,Common,G
0.505149978319906,"{W}, {T}: Target permanent you control gains protection from instant spells and from sorcery spells until end of turn.",Creature — Human Cleric,1.0,1,1.0,2.0,2001.0,Rare,W
-1.3979400086720375,"You may exert this creature as it attacks. When you do, return target creature card with mana value 2 or less from your graveyard to the battlefield. (An exerted creature won't untap during your next untap step.)",Creature — Human Warrior,3.0,1,3.0,2.0,2017.0,Uncommon,W
0.5065050324048721,{T}: Add {G}. Put a -1/-1 counter on this creature: Untap this creature.,Creature — Elf Druid,2.0,1,0.0,2.0,2022.0,Uncommon,G
-1.5228787452803376,"Haste Flurry — Whenever you cast your second spell each turn, this creature deals 1 damage to each opponent.",Creature — Goblin Monk,2.0,1,2.0,1.0,2025.0,Common,R
-1.3010299956639813,,Creature — Human Peasant // Creature — Spirit,2.0,1,,,2021.0,Uncommon,UW
-0.9208187539523752,,Creature — Elf Soldier,1.0,1,1.0,2.0,1999.0,Common,W
-1.3979400086720375,"Beacon of Hope — When this creature enters, creatures you control get +1/+1 and gain vigilance until end of turn.",Creature — Orc Knight,5.0,1,4.0,4.0,2021.0,Common,W
-0.8239087409443188,"Bushido 1 (Whenever this creature blocks or becomes blocked, it gets +1/+1 until end of turn.)",Creature — Human Samurai,1.0,1,1.0,1.0,2004.0,Common,W
-1.5228787452803376,{4}{G}: Target creature gets +2/+2 until end of turn.,Creature — Snake Wizard,3.0,1,3.0,2.0,2017.0,Uncommon,G
0.22271647114758325,"You may reveal this card from your opening hand. If you do, at the beginning of your first upkeep, look at the top four cards of your library. You may put one of those cards back on top of your library. Exile the rest. When you cast this spell, exile target permanent that's one or more colors.",Creature — Eldrazi,7.0,1,6.0,6.0,2024.0,Rare,Colorless
-1.0969100130080565,"Whenever one or more cards are put into your graveyard from your library, this creature gets +1/+1 until end of turn and can't be blocked this turn. {1}{U}{B}: Mill a card.",Creature — Nightmare,2.0,1,2.0,1.0,2020.0,Uncommon,BU
-1.0969100130080565,"Target player sacrifices a creature of their choice, then gains life equal to that creature's toughness.",Instant,2.0,1,,,2013.0,Common,B
-1.0457574905606752,"As an additional cost to cast this spell, return a land you control to its owner's hand. Devour in Flames deals 5 damage to target creature or planeswalker.",Sorcery,3.0,1,,,2016.0,Uncommon,R
-0.494850021680094,Islandwalk (This creature can't be blocked as long as defending player controls an Island.),Creature — Fish,3.0,1,1.0,2.0,1994.0,Common,U
-1.0,"As an additional cost to cast this spell, you may sacrifice any number of Spirits. Target player loses 2 life plus 2 life for each Spirit sacrificed this way. You gain that much life.",Sorcery — Arcane,4.0,1,,,2015.0,Uncommon,B
-1.3979400086720375,"As this creature enters, you may sacrifice any number of creatures and/or planeswalkers. If you do, it enters with twice that many +1/+1 counters on it.",Creature — Hellion,3.0,1,2.0,2.0,2019.0,Uncommon,R
-1.5228787452803376,Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.) Exile target attacking or blocking creature.,Instant,3.0,1,,,2024.0,Uncommon,W
-1.0457574905606752,"As an additional cost to cast this spell, you may sacrifice any number of Spirits. Target creature gets +3/+0 until end of turn. For each Spirit sacrificed this way, that creature gets an additional +3/+0 until end of turn.",Instant — Arcane,5.0,1,,,2004.0,Common,R
-0.26760624017703144,"Flying, trample At the beginning of your upkeep, sacrifice a creature. Sacrifice a creature: Regenerate this creature.",Creature — Phyrexian Horror,8.0,1,9.0,9.0,2000.0,Rare,B
-1.0969100130080565,,Creature — Horror // Instant — Adventure,4.0,1,6.0,6.0,2023.0,Rare,BW
-0.769551078621726,Flying Sacrifice a creature: This creature gets +1/+1 until end of turn.,Creature — Insect,3.0,1,2.0,1.0,2011.0,Common,B
-1.3010299956639813,"Target creature you control deals damage equal to its power to target creature or planeswalker you don't control. When the permanent you don't control dies this turn, you gain 2 life.",Sorcery,2.0,1,,,2021.0,Uncommon,G
-0.744727494896694,Destroy target creature. It can't be regenerated. You lose life equal to that creature's toughness.,Instant,2.0,1,,,2004.0,Uncommon,B
-1.5228787452803376,"Target opponent discards a card. If mana from a Treasure was spent to cast this spell, instead that player reveals their hand, you choose a nonland card from it, then that player discards that card.",Sorcery,1.0,1,,,2021.0,Common,B
-0.744727494896694,"{T}, Tap two untapped Humans you control: Exile target artifact or enchantment.",Creature — Human Cleric,3.0,1,2.0,2.0,2020.0,Uncommon,W
-0.9208187539523752,Exile target creature or planeswalker that's black or red. Scry 1. (Look at the top card of your library. You may put that card on the bottom.),Sorcery,2.0,1,,,2024.0,Uncommon,W
-0.7958800173440752,{T}: Destroy target Aura attached to a creature.,Creature — Human,1.0,1,1.0,1.0,1999.0,Common,W
0.36361197989214433,Tap any number of untapped creatures you control. Create a 4/4 white Angel creature token with flying for each creature tapped this way.,Sorcery,7.0,1,,,2013.0,Mythic,W
-0.8239087409443188,"Protection from black When this creature enters, exile target black permanent.",Creature — Kor Cleric,3.0,1,2.0,2.0,2009.0,Rare,W
-0.6020599913279624,"When this creature enters, you gain 1 life.",Creature — Human Monk Cleric,1.0,1,1.0,1.0,1999.0,Common,W
